hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
hand_open;1000
hand_flex_curl;1000
